Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Ref. Product Proper Name,Supplement Number,Submission Type,License Number,Product Number,Center,Orphan Exclusivity Exp. Date,Approval_Status,Approval_Status_binary
Jubilant HollisterStier LLC,103884.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103884.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,4.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103885.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103885.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,2.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103885.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103885.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,4.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103886.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103886.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,2.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103886.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103886.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,4.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103887.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103887.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,2.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103887.0,Aranesp,Other,351(a),100,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103887.0,Aranesp,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,4.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103889.0,Aranesp,"Animal Allergens, Standardized Cat Hair",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103889.0,Aranesp,"Animal Allergens, Standardized Cat Hair",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,2.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103889.0,Aranesp,"Animal Allergens, Standardized Cat Hair",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103890.0,Aranesp,Other,351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103890.0,Aranesp,Other,351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,2.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103890.0,Aranesp,Other,351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.149131598557407,3.0,CBER,24-Mar-02,Approved,1
Jubilant HollisterStier LLC,103891.0,Aranesp,Other,351(a),6,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,7.149131598557407,1.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,103905.0,Other,Other,351(a),0,Injection,Intramuscular,Pre-Filled Syringe,Rx,Voluntarily Revoked, ,0,Original,1.3862943611198906,1.0,CBER,24-Mar-02,Approved,1
GlaxoSmithKline Biologicals,103907.0,Other,Other,351(a),0,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Approved,1
Other,103910.0,Other,Other,351(a),40,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.529406457837013,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103913.0,Aranesp,Other,351(a),5,Injection,Intramuscular,Vial,Rx,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed, ,0,Original,7.453561871643373,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),180,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,5240,Supplement,7.453561871643373,3.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),27,Injection,Intradermal,Other,Disc,Licensed, ,5369,Supplement,7.453561871643373,4.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,5574,Supplement,7.453561871643373,5.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed, ,5574,Supplement,7.453561871643373,6.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed, ,5574,Supplement,7.453561871643373,7.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),36,Injection,Intradermal,Pre-Filled Syringe,Disc,Licensed, ,5733,Supplement,7.453561871643373,8.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),240,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,nan,6290,Supplement,7.453561871643373,8.5,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103914.0,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,nan,6792,Supplement,7.453561871643373,8.5,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103915.0,Other,Other,351(a),23,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103915.0,Other,Other,351(a),4,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.453561871643373,2.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103919.0,Aranesp,Other,351(a),6,Injection,Intramuscular,Vial,Rx,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103921.0,Aranesp,Other,351(a),2,Injection,Intramuscular,Pre-Filled Syringe,Rx,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103921.0,Aranesp,Other,351(a),2,Injection,Intramuscular,Single-Dose Vial,Rx,Voluntarily Revoked, ,0,Original,7.453561871643373,2.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103922.0,Other,Other,351(a),6,Injection,Intramuscular,Vial,Rx,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,103923.0,Other,Other,351(a),0,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103924.0,Other,Other,351(a),0,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103925.0,Other,Other,351(a),50,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103925.0,Other,Other,351(a),50,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.453561871643373,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Inc.,103926.0,Other,Other,351(a),50,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur SA,103930.0,Other,Other,351(a),32,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.45298232946546,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur SA,103930.0,Other,Other,351(a),32,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.45298232946546,2.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur SA,103931.0,Other,Other,351(a),2,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.45298232946546,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur SA,103932.0,Other,Other,351(a),150,For Injection,Intramuscular,Single-Dose Vial,Disc,Licensed, ,5000,Supplement,7.45298232946546,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur SA,103935.0,Other,Other,351(a),24,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.45298232946546,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur SA,103936.0,Other,Other,351(a),50,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.45298232946546,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur SA,103936.0,Other,Other,351(a),25,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.45298232946546,2.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,103937.0,Aranesp,Other,351(a),485,Injection,Intravenous,Vial,Rx,Voluntarily Revoked, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,103940.0,Other,Other,351(a),0,Injection,Subcutaneous,Vial,Disc,Licensed, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Limited,103940.0,Other,Other,351(a),0,Injection,Intramuscular,Vial,Disc,Licensed, ,0,Original,7.454141078146678,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Sanofi Pasteur Limited,103941.0,Other,Other,351(a),5,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,103942.0,Other,Other,351(a),1,For Injection,Intradermal,Multi-Dose Vial,Rx,Voluntarily Revoked, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,103943.0,Other,Other,351(a),81,For Injection,Intravesical,Vial,Rx,Voluntarily Revoked, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,103944.0,Aranesp,Other,351(a),25,Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
"ADMA Biologics, Inc.",103945.0,Other,Other,351(a),312,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed, ,0,Original,7.61085279039525,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
"ADMA Biologics, Inc.",103945.0,Other,Other,351(a),485,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.61085279039525,2.0,CBER,24-Mar-02,Approved,1
CSL Behring LLC,103953.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,1000,Supplement,7.477604243197589,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103953.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,1000,Supplement,7.477604243197589,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103953.0,Other,Antihemophilic Factor (Human),351(a),250,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,1000,Supplement,7.477604243197589,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103953.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,5074,Supplement,7.477604243197589,4.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),10,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),20,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),25,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),5,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,4.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),2,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,5.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),12,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,6.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),12,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,7.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103955.0,Other,Albumin (Human),351(a),25,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,8.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103956.0,Other,Immune Globulin Intravenous (Human),351(a),10,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103956.0,Other,Immune Globulin Intravenous (Human),351(a),5,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103956.0,Other,Immune Globulin Intravenous (Human),351(a),2,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103956.0,Other,Immune Globulin Intravenous (Human),351(a),1,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,4.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,103957.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,1.0,CBER,Other,Rejected or Not Approved,0
CSL Behring LLC,103957.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.477604243197589,2.0,CBER,Other,Rejected or Not Approved,0
CSL Behring GmbH,103960.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.476472381163905,1.0,CBER,Other,Approved,1
CSL Behring GmbH,103960.0,Other,Other,351(a),250,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.476472381163905,2.0,CBER,Other,Approved,1
CSL Behring GmbH,103960.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.476472381163905,3.0,CBER,Other,Approved,1
ALK - Abello A/S,103969.0,Pharmalgen,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103969.0,Pharmalgen,Other,351(a),100,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103970.0,Pharmalgen,Other,351(a),300,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103970.0,Pharmalgen,Other,351(a),300,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103971.0,Pharmalgen,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103971.0,Pharmalgen,Other,351(a),100,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103972.0,Pharmalgen,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103972.0,Pharmalgen,Other,351(a),100,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103973.0,Pharmalgen,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103973.0,Pharmalgen,Other,351(a),100,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103974.0,Pharmalgen,Other,351(a),100,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
ALK - Abello A/S,103974.0,Pharmalgen,Other,351(a),100,For Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.164720378771857,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Baxter Healthcare Corporation,103980.0,Other,Other,351(a),86,For Solution,Topical,Single-Dose Vial,Rx,Licensed, ,0,Original,4.948759890378168,1.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,103980.0,Other,Other,351(a),86,Solution,Topical,Pre-Filled Syringe,Rx,Licensed, ,5121,Supplement,4.948759890378168,2.0,CBER,24-Mar-02,Approved,1
Omrix Biopharmaceuticals Ltd,125010.0,Other,Fibrin Sealant (Human),351(a),5,Spray,Topical,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.38025578842646,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125010.0,Other,Fibrin Sealant (Human),351(a),1,Spray,Topical,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.38025578842646,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125010.0,Other,Fibrin Sealant (Human),351(a),2,Spray,Topical,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.38025578842646,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
Other,125020.0,Other,Other,351(a),10,Suspension,Nasal,Other,Rx,Licensed, ,0,Original,7.495541943884256,1.0,CBER,24-Mar-02,Approved,1
Other,125020.0,Other,Other,351(a),0,Suspension,Nasal,Other,Rx,Licensed, ,1668,Supplement,7.495541943884256,2.0,CBER,24-Mar-02,Approved,1
Other,125034.0,Other,Other,351(a),100,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.494430215031565,1.0,CBER,Other,Approved,1
Kamada Ltd.,125035.0,Other,Other,351(a),485,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.510430556378006,1.0,CBER,Other,Approved,1
Kamada Ltd.,125035.0,Other,Other,351(a),312,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.510430556378006,2.0,CBER,Other,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125039.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),0,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125039.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),1,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,2.0,CBER,24-Mar-02,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),2,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,1.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,2.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,3.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),1,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.534762657037537,4.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),20,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,5.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),40,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,6.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),2,Injection,Subcutaneous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,7.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),5,Injection,Subcutaneous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,8.0,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),10,Injection,Subcutaneous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,8.5,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),20,Injection,Subcutaneous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,8.5,CBER,12-Sep-15,Approved,1
Grifols Therapeutics LLC,125046.0,"Gammaked, Gamunex-C",Immune Globulin Injection (Human) 10% Caprylate/Chromatography Purified,351(a),40,Injection,Subcutaneous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.534762657037537,8.5,CBER,12-Sep-15,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,1.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,2.0,CBER,15-Jul-28,Approved,1
